zip,state,district,metro,entity_type,match_method,confidence,n_schools_in_zip,notes,source_urls,last_verified_at
30257,GA,Lamar County Schools,Rural Middle Georgia,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Pike County School District; census land≈38.29 sq mi (91% of LEA land in ZCTA),https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30257,GA,Pike County School District,Atlanta,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Lamar County Schools; census land≈3.80 sq mi (9% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30258,GA,Pike County School District,Atlanta,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Thomaston-Upson County Schools; census land≈33.45 sq mi (62% of LEA land in ZCTA),https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30258,GA,Thomaston-Upson County Schools,Thomaston,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Pike County School District; census land≈20.60 sq mi (38% of LEA land in ZCTA),https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30259,GA,Coweta County School System,Atlanta,traditional,ccd_school_zip,high,1,,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30260,GA,Clayton County Public Schools,Atlanta,traditional,ccd_school_zip,high,9,,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30263,GA,Coweta County School System,Atlanta,traditional,ccd_school_zip,high,12,multi-LEA ZCTA; also Heard County School District; census land≈197.05 sq mi (99% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30263,GA,Heard County School District,Atlanta,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Coweta County School System; census land≈1.03 sq mi (1% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30265,GA,Coweta County School System,Atlanta,traditional,ccd_school_zip,high,6,multi-LEA zip; also Odyssey School,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30265,GA,Odyssey School,Atlanta,charter,ccd_school_zip,high,1,charter campus ZIP (choice school; not an attendance-zone claim); multi-LEA zip; also Coweta County School System,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30268,GA,Coweta County School System,Atlanta,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Fayette County Public Schools, Fulton County Schools; census land≈8.95 sq mi (13% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30268,GA,Fayette County Public Schools,Atlanta,traditional,census_zcta_lea,low,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Coweta County School System, Fulton County Schools; census land≈0.00 sq mi (0% of LEA land in ZCTA); tiny land sliver — boundary edge; verify before routing parents solely here",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30268,GA,Fulton County Schools,Atlanta,traditional,ccd_school_zip,high,2,"multi-LEA ZCTA; also Coweta County School System, Fayette County Public Schools; census land≈60.33 sq mi (87% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30269,GA,Fayette County Public Schools,Atlanta,traditional,ccd_school_zip,high,8,,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30272,GA,Fulton County Schools,Atlanta,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; census land≈0.06 sq mi in ZCTA; small land share in ZCTA — possible city/county edge,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30273,GA,Clayton County Public Schools,Atlanta,traditional,ccd_school_zip,high,3,multi-LEA ZCTA; also Henry County Schools; census land≈6.17 sq mi (86% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30273,GA,Henry County Schools,Atlanta,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Clayton County Public Schools; census land≈0.98 sq mi (14% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30274,GA,Clayton County Public Schools,Atlanta,traditional,ccd_school_zip,high,8,multi-LEA zip; also DuBois Integrity Academy,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30274,GA,DuBois Integrity Academy,Atlanta,charter,ccd_school_zip,high,1,charter campus ZIP (choice school; not an attendance-zone claim); multi-LEA zip; also Clayton County Public Schools,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30275,GA,Coweta County School System,Atlanta,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; census land≈0.03 sq mi in ZCTA; small land share in ZCTA — possible city/county edge,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30276,GA,Coweta County School System,Atlanta,traditional,ccd_school_zip,high,2,"multi-LEA ZCTA; also Fayette County Public Schools, Meriwether County Schools; census land≈73.86 sq mi (77% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30276,GA,Fayette County Public Schools,Atlanta,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Coweta County School System, Meriwether County Schools; census land≈4.00 sq mi (4% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30276,GA,Meriwether County Schools,Atlanta,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Coweta County School System, Fayette County Public Schools; census land≈18.21 sq mi (19% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30276,GA,Coweta Charter Academy,Atlanta,charter,ccd_school_zip,high,1,"charter campus ZIP (choice school; not an attendance-zone claim); multi-LEA zip; also Coweta County School System, Fayette County Public Schools, Meriwether County Schools",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30277,GA,Coweta County School System,Atlanta,traditional,ccd_school_zip,high,7,,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30281,GA,Clayton County Public Schools,Atlanta,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Henry County Schools, Rockdale County Public Schools; census land≈1.13 sq mi (2% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30281,GA,Henry County Schools,Atlanta,traditional,ccd_school_zip,high,14,"multi-LEA ZCTA; also Clayton County Public Schools, Rockdale County Public Schools; census land≈54.90 sq mi (79% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30281,GA,Rockdale County Public Schools,Atlanta,traditional,ccd_school_zip,high,2,"multi-LEA ZCTA; also Clayton County Public Schools, Henry County Schools; census land≈13.24 sq mi (19% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30284,GA,Griffin-Spalding County School System,Atlanta,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; census land≈0.02 sq mi in ZCTA; small land share in ZCTA — possible city/county edge,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30285,GA,Lamar County Schools,Rural Middle Georgia,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Pike County School District, Thomaston-Upson County Schools; census land≈3.34 sq mi (21% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30285,GA,Pike County School District,Atlanta,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Lamar County Schools, Thomaston-Upson County Schools; census land≈2.78 sq mi (17% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30285,GA,Thomaston-Upson County Schools,Thomaston,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Lamar County Schools, Pike County School District; census land≈9.91 sq mi (62% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30286,GA,Thomaston-Upson County Schools,Thomaston,traditional,ccd_school_zip,high,4,,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30288,GA,Clayton County Public Schools,Atlanta,traditional,ccd_school_zip,high,1,multi-LEA ZCTA; also DeKalb County School District; census land≈2.00 sq mi (29% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30288,GA,DeKalb County School District,Atlanta,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Clayton County Public Schools; census land≈4.93 sq mi (71% of LEA land in ZCTA),https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30289,GA,Coweta County School System,Atlanta,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; census land≈0.12 sq mi in ZCTA; small land share in ZCTA — possible city/county edge,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30290,GA,Fayette County Public Schools,Atlanta,traditional,ccd_school_zip,high,3,,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30291,GA,Fulton County Schools,Atlanta,traditional,ccd_school_zip,high,3,,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30292,GA,Griffin-Spalding County School System,Atlanta,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Pike County School District; census land≈13.01 sq mi (22% of LEA land in ZCTA),https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30292,GA,Pike County School District,Atlanta,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Griffin-Spalding County School System; census land≈44.99 sq mi (78% of LEA land in ZCTA),https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30293,GA,Meriwether County Schools,Atlanta,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; census land≈75.68 sq mi in ZCTA,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30294,GA,Clayton County Public Schools,Atlanta,traditional,ccd_school_zip,high,3,"multi-LEA ZCTA; also DeKalb County School District, Henry County Schools, Rockdale County Public Schools; census land≈11.59 sq mi (35% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30294,GA,DeKalb County School District,Atlanta,traditional,ccd_school_zip,high,2,"multi-LEA ZCTA; also Clayton County Public Schools, Henry County Schools, Rockdale County Public Schools; census land≈11.84 sq mi (36% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30294,GA,Henry County Schools,Atlanta,traditional,census_zcta_lea,medium,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Clayton County Public Schools, DeKalb County School District, Rockdale County Public Schools; census land≈8.96 sq mi (27% of LEA land in ZCTA)",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30294,GA,Rockdale County Public Schools,Atlanta,traditional,census_zcta_lea,low,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Clayton County Public Schools, DeKalb County School District, Henry County Schools; census land≈0.38 sq mi (1% of LEA land in ZCTA); tiny land sliver — boundary edge; verify before routing parents solely here",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30295,GA,Lamar County Schools,Rural Middle Georgia,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Pike County School District; census land≈1.27 sq mi (3% of LEA land in ZCTA); small land share in ZCTA — possible city/county edge,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30295,GA,Pike County School District,Atlanta,traditional,ccd_school_zip,high,5,multi-LEA ZCTA; also Lamar County Schools; census land≈46.21 sq mi (97% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30296,GA,Clayton County Public Schools,Atlanta,traditional,ccd_school_zip,high,2,multi-LEA ZCTA; also Fulton County Schools; census land≈8.36 sq mi (80% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30296,GA,Fulton County Schools,Atlanta,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Clayton County Public Schools; census land≈2.08 sq mi (20% of LEA land in ZCTA),https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30297,GA,Clayton County Public Schools,Atlanta,traditional,ccd_school_zip,high,7,,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30303,GA,Atlanta Public Schools,Atlanta,traditional,census_zcta_lea,medium,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; census land≈1.04 sq mi in ZCTA,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30305,GA,Atlanta Public Schools,Atlanta,traditional,ccd_school_zip,high,5,,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30306,GA,Atlanta Public Schools,Atlanta,traditional,ccd_school_zip,high,2,multi-LEA ZCTA; also DeKalb County School District; census land≈3.40 sq mi (75% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30306,GA,DeKalb County School District,Atlanta,traditional,ccd_school_zip,high,1,multi-LEA ZCTA; also Atlanta Public Schools; census land≈1.16 sq mi (25% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30307,GA,Atlanta Public Schools,Atlanta,traditional,ccd_school_zip,high,1,"multi-LEA ZCTA; also City Schools of Decatur, DeKalb County School District; census land≈2.80 sq mi (62% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30307,GA,City Schools of Decatur,Atlanta,traditional,census_zcta_lea,low,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Atlanta Public Schools, DeKalb County School District; census land≈0.01 sq mi (0% of LEA land in ZCTA); tiny land sliver — boundary edge; verify before routing parents solely here",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30307,GA,DeKalb County School District,Atlanta,traditional,ccd_school_zip,high,2,"multi-LEA ZCTA; also Atlanta Public Schools, City Schools of Decatur; census land≈1.73 sq mi (38% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30308,GA,Atlanta Public Schools,Atlanta,traditional,ccd_school_zip,high,1,,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30309,GA,Atlanta Public Schools,Atlanta,traditional,ccd_school_zip,high,1,,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30310,GA,Atlanta Public Schools,Atlanta,traditional,ccd_school_zip,high,7,multi-LEA ZCTA; also Fulton County Schools; census land≈8.59 sq mi (100% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30310,GA,Fulton County Schools,Atlanta,traditional,census_zcta_lea,low,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Atlanta Public Schools; census land≈0.00 sq mi (0% of LEA land in ZCTA); tiny land sliver — boundary edge; verify before routing parents solely here,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30311,GA,Atlanta Public Schools,Atlanta,traditional,ccd_school_zip,high,8,multi-LEA ZCTA; also Fulton County Schools; census land≈12.36 sq mi (99% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30311,GA,Fulton County Schools,Atlanta,traditional,census_zcta_lea,low,,no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Atlanta Public Schools; census land≈0.10 sq mi (1% of LEA land in ZCTA); tiny land sliver — boundary edge; verify before routing parents solely here,https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30311,GA,Atlanta SMART Academy,Atlanta,charter,ccd_school_zip,high,1,"charter campus ZIP (choice school; not an attendance-zone claim); multi-LEA zip; also Atlanta Public Schools, Fulton County Schools",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30312,GA,Atlanta Public Schools,Atlanta,traditional,ccd_school_zip,high,6,,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30313,GA,Atlanta Public Schools,Atlanta,traditional,ccd_school_zip,high,1,,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30314,GA,Atlanta Public Schools,Atlanta,traditional,ccd_school_zip,high,7,,https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30315,GA,Atlanta Public Schools,Atlanta,traditional,ccd_school_zip,high,14,"multi-LEA ZCTA; also DeKalb County School District, Fulton County Schools; census land≈11.38 sq mi (99% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30315,GA,DeKalb County School District,Atlanta,traditional,census_zcta_lea,low,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Atlanta Public Schools, Fulton County Schools; census land≈0.08 sq mi (1% of LEA land in ZCTA); tiny land sliver — boundary edge; verify before routing parents solely here",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30315,GA,Fulton County Schools,Atlanta,traditional,census_zcta_lea,low,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Atlanta Public Schools, DeKalb County School District; census land≈0.02 sq mi (0% of LEA land in ZCTA); tiny land sliver — boundary edge; verify before routing parents solely here",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30315,GA,Ethos Classical Charter School,Atlanta,charter,ccd_school_zip,high,1,"charter campus ZIP (choice school; not an attendance-zone claim); multi-LEA zip; also Atlanta Public Schools, DeKalb County School District, Fulton County Schools",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30316,GA,Atlanta Public Schools,Atlanta,traditional,ccd_school_zip,high,3,multi-LEA ZCTA; also DeKalb County School District; census land≈3.81 sq mi (29% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30316,GA,DeKalb County School District,Atlanta,traditional,ccd_school_zip,high,2,multi-LEA ZCTA; also Atlanta Public Schools; census land≈9.23 sq mi (71% of LEA land in ZCTA),https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30316,GA,Genesis Academy for Boys,Atlanta,charter,ccd_school_zip,high,1,"charter campus ZIP (choice school; not an attendance-zone claim); multi-LEA zip; also Atlanta Public Schools, DeKalb County School District, Genesis Academy for Girls",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30316,GA,Genesis Academy for Girls,Atlanta,charter,ccd_school_zip,high,1,"charter campus ZIP (choice school; not an attendance-zone claim); multi-LEA zip; also Atlanta Public Schools, DeKalb County School District, Genesis Academy for Boys",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/,2026-09-07
30317,GA,Atlanta Public Schools,Atlanta,traditional,ccd_school_zip,high,3,"multi-LEA ZCTA; also City Schools of Decatur, DeKalb County School District; census land≈3.14 sq mi (89% of LEA land in ZCTA)",https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
30317,GA,City Schools of Decatur,Atlanta,traditional,census_zcta_lea,low,,"no open CCD school campus in this ZIP for this LEA; ZCTA∩LEA land from NCES EDGE GRF24; multi-LEA ZCTA; also Atlanta Public Schools, DeKalb County School District; census land≈0.00 sq mi (0% of LEA land in ZCTA); tiny land sliver — boundary edge; verify before routing parents solely here",https://nces.ed.gov/programs/edge/Geographic/RelationshipFiles|https://nces.ed.gov/programs/edge/data/GRF24.zip,2026-09-07
