lea_name,lea_type,nces_id,gadoe_id_if_known,county,official_website_if_known,in_districts_csv,districts_csv_name_match,priority_note,source_urls
Fulton County Schools,charter_system,1302280,660,Fulton,https://www.fultonschools.org/,yes,Fulton County Schools,already_in_districts_csv,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Gilmer County Schools,charter_system,1302340,661,Gilmer,http://www.gilmerschools.com/,yes,Gilmer County Schools,already_in_districts_csv,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Glascock County Schools,charter_system,1302370,662,Glascock,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Glynn County Schools,county,1302400,663,Glynn,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Gordon County Schools,charter_system,1302430,664,Gordon,http://www.gcbe.org/,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Grady County Schools,county,1302460,665,Grady,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Greene County Schools,county,1302490,666,Greene,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Gwinnett County Public Schools,county,1302550,667,Gwinnett,https://www.gcpsk12.org/,yes,Gwinnett County Public Schools,already_in_districts_csv,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Habersham County Schools,county,1302580,668,Habersham,,yes,Habersham County Schools,already_in_districts_csv,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Hall County Schools,county,1302610,669,Hall,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Hancock County Schools,county,1302640,670,Hancock,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Haralson County Schools,charter_system,1302670,671,Haralson,https://www.haralson.k12.ga.us/,yes,Haralson County Schools,already_in_districts_csv,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Harris County Schools,county,1302700,672,Harris,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Hart County Schools,charter_system,1302730,673,Hart,https://www.hart.k12.ga.us/,yes,Hart County Charter System,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Heard County School District,county,1302790,674,Heard,,yes,Heard County School District,already_in_districts_csv,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Henry County Schools,county,1302820,675,Henry,,yes,Henry County Schools,already_in_districts_csv,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Houston County Schools,county,1302880,676,Houston,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Irwin County Schools,county,1302910,677,Irwin,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Jackson County School System,county,1302940,678,Jackson,,yes,Jackson County School System,already_in_districts_csv,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Jasper County Charter System,charter_system,1302970,679,Jasper,http://www.jasper.k12.ga.us/,yes,Jasper County Charter System,already_in_districts_csv,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Jeff Davis County Schools,county,1303000,680,Jeff Davis,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Jefferson County Schools,county,1303060,681,Jefferson,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Jenkins County Schools,county,1303090,682,Jenkins,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Johnson County Schools,county,1303120,683,Johnson,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Jones County Schools,county,1303150,684,Jones,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Lamar County Schools,county,1303210,685,Lamar,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Lanier County Schools,county,1303240,686,Lanier,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Laurens County Schools,county,1301890,687,Laurens,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Lee County Schools,county,1303270,688,Lee,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Liberty County Schools,charter_system,1303300,689,Liberty,http://www.liberty.k12.ga.us/,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Lincoln County Schools,county,1303330,690,Lincoln,,yes,Lincoln County Schools,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Long County Schools,county,1303360,691,Long,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Lowndes County Schools,county,1303390,692,Lowndes,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Lumpkin County Schools,charter_system,1303420,693,Lumpkin,http://www.lumpkinschools.com/,yes,Lumpkin County Schools,already_in_districts_csv,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Macon County Schools,county,1303450,694,Macon,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Madison County Schools,charter_system,1303480,695,Madison,http://www.madison.k12.ga.us/,yes,Madison County Schools,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Marion County Schools,county,1303540,696,Marion,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
McDuffie County Schools,county,1303570,697,McDuffie,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
McIntosh County Schools,county,1303600,698,McIntosh,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Meriwether County Schools,county,1303630,699,Meriwether,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Miller County Schools,county,1303660,700,Miller,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Mitchell County Schools,county,1303690,701,Mitchell,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Monroe County Schools,county,1303720,702,Monroe,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Montgomery County Schools,county,1303750,703,Montgomery,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Morgan County Schools,charter_system,1303780,704,Morgan,http://www.morgan.k12.ga.us/,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Murray County Schools,county,1303840,705,Murray,,yes,Murray County Schools,already_in_districts_csv,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Muscogee County Schools,county,1303870,706,Muscogee,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Newton County School System,county,1303930,707,Newton,,yes,Newton County School System,already_in_districts_csv,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Oconee County Schools,county,1303960,708,Oconee,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Oglethorpe County Schools,county,1303990,709,Oglethorpe,,yes,Oglethorpe County School System,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Paulding County School District,county,1304020,710,Paulding,,yes,Paulding County School District,already_in_districts_csv,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Peach County Schools,charter_system,1304050,711,Peach,https://www.peachschools.org/,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Pickens County Schools,county,1304110,712,Pickens,,yes,Pickens County Schools,already_in_districts_csv,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Pierce County Schools,county,1304140,713,Pierce,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Pike County School District,county,1304170,714,Pike,,yes,Pike County School District,already_in_districts_csv,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Polk County Schools,county,1304200,715,Polk,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Pulaski County Schools,county,1304220,716,Pulaski,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Putnam County Schools,charter_system,1304260,717,Putnam,http://www.putnam.k12.ga.us/,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Quitman County Schools,county,1304290,718,Quitman,,no,,,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
Rabun County Schools,county,1304320,719,Rabun,,yes,Rabun County Schools,already_in_districts_csv,https://app3.doe.k12.ga.us/ows-bin/owa/main_pack_fcl099.entry_form|https://educationdata.urban.org/api/v1/school-districts/ccd/directory/|https://nces.ed.gov/ccd/|https://gadoe.org/policy/district-flexibility/|https://charter-system.org/purpose/|https://gosa.georgia.gov/document/publication/system-flexibility-updatepdf/download|https://www2.census.gov/geo/docs/reference/codes2020/schdist/st13_ga_schdist2020.txt
